iter,loss,elapsed,q_bad_pre,qd_bad_pre,q_max_abs,q_max_norm,q_min,q_max,qd_max_abs,qd_max_norm,qd_min,qd_max,q_bad,qd_bad,spring_ke_bad,spring_ke_gbad,spring_kd_bad,spring_kd_gbad,spring_ke_min,spring_ke_max,spring_ke_mean,spring_ke_gmin,spring_ke_gmax,spring_ke_gmean,spring_kd_min,spring_kd_max,spring_kd_mean,spring_kd_gmin,spring_kd_gmax,spring_kd_gmean
14,0.001420,1.5732,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.117417335510254,12.892260551452637,-11.117417335510254,9.074264526367188,0,0,0,0,0,0,10000.001953125,50000.0,39058.36328125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.9251708984375,0.0,0.0,0.0
15,0.001422,1.5810,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.935161590576172,14.179265022277832,-11.581244468688965,11.935161590576172,0,0,0,0,0,0,10000.001953125,50000.0,39629.453125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.883602142333984,0.0,0.0,0.0
16,0.001550,1.5740,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.97952938079834,13.649778366088867,-10.97952938079834,10.018643379211426,0,0,0,0,0,0,10000.001953125,50000.0,39347.4296875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.051727294921875,0.0,0.0,0.0
17,0.001405,1.5729,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.088857650756836,13.79497241973877,-11.088857650756836,10.28738021850586,0,0,0,0,0,0,10000.001953125,50000.0,39629.78515625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.595550537109375,0.0,0.0,0.0
18,0.001570,1.5720,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,13.725327491760254,15.22458553314209,-12.408029556274414,13.725327491760254,0,0,0,0,0,0,10000.001953125,50000.0,39417.875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.9803581237793,0.0,0.0,0.0
19,0.001414,1.5776,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.352901458740234,13.060087203979492,-11.352901458740234,9.728226661682129,0,0,0,0,0,0,10000.001953125,50000.0,39757.7890625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.50202178955078,0.0,0.0,0.0
20,0.001503,1.5710,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.598090171813965,13.122455596923828,-10.598090171813965,10.193262100219727,0,0,0,0,0,0,10000.001953125,50000.0,39433.26171875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.87715530395508,0.0,0.0,0.0
21,0.001511,1.5740,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.270739555358887,13.848505973815918,-11.270739555358887,10.382572174072266,0,0,0,0,0,0,10000.001953125,50000.0,39686.265625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.330230712890625,0.0,0.0,0.0
22,0.001552,1.5689,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,9.292121887207031,11.361279487609863,-7.9378790855407715,9.292121887207031,0,0,0,0,0,0,10000.001953125,50000.0,39599.7109375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.10239028930664,0.0,0.0,0.0
23,0.001414,1.5734,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.138086318969727,12.980777740478516,-11.138086318969727,9.721774101257324,0,0,0,0,0,0,10000.001953125,50000.0,39641.86328125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.72203063964844,0.0,0.0,0.0
24,0.001392,1.5804,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.150956153869629,13.307154655456543,-11.150956153869629,9.763891220092773,0,0,0,0,0,0,10000.001953125,50000.0,39295.12109375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.15467071533203,0.0,0.0,0.0
25,0.001578,1.5982,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,18.42546844482422,20.510622024536133,-9.607211112976074,18.42546844482422,0,0,0,0,0,0,10000.001953125,50000.0,39818.63671875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.805747985839844,0.0,0.0,0.0
26,0.001448,1.5737,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.894332885742188,11.841275215148926,-8.773538589477539,10.894332885742188,0,0,0,0,0,0,10000.001953125,50000.0,39423.63671875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.73343276977539,0.0,0.0,0.0
27,0.001438,1.5819,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.451833724975586,12.992471694946289,-11.451833724975586,9.242636680603027,0,0,0,0,0,0,10000.001953125,50000.0,39426.796875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.45477294921875,0.0,0.0,0.0
28,0.001393,1.5665,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.633695602416992,13.37124252319336,-11.633695602416992,9.53210735321045,0,0,0,0,0,0,10000.001953125,50000.0,39702.63671875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.43655014038086,0.0,0.0,0.0
29,0.001586,1.5708,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,23.65920066833496,29.64463233947754,-10.930778503417969,23.65920066833496,0,0,0,0,0,0,10000.001953125,50000.0,39495.80859375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.94892501831055,0.0,0.0,0.0
30,0.001431,1.5758,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,22.994365692138672,26.1720027923584,-11.087108612060547,22.994365692138672,0,0,0,0,0,0,10000.001953125,50000.0,39684.3203125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.061038970947266,0.0,0.0,0.0
31,0.001405,1.5858,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.641175270080566,13.292793273925781,-10.641175270080566,10.34626293182373,0,0,0,0,0,0,10000.001953125,50000.0,39953.8515625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.488399505615234,0.0,0.0,0.0
32,1.296911,1.5718,0,0,49.604087829589844,50.338504791259766,-38.25696563720703,49.604087829589844,99993.5234375,99994.4609375,-99978.609375,99993.5234375,0,0,0,0,0,0,10000.001953125,50000.0,39529.83203125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.84041213989258,0.0,0.0,0.0
33,0.001424,1.5720,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.644756317138672,12.985560417175293,-10.644756317138672,9.495169639587402,0,0,0,0,0,0,10000.001953125,50000.0,39699.21484375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.84504699707031,0.0,0.0,0.0
34,0.001453,1.5724,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.477777481079102,12.563080787658691,-10.477777481079102,9.144754409790039,0,0,0,0,0,0,10000.001953125,50000.0,39860.67578125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.26666259765625,0.0,0.0,0.0
35,0.001391,1.5716,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.064604759216309,12.854778289794922,-11.064604759216309,9.569802284240723,0,0,0,0,0,0,10000.001953125,50000.0,39596.109375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.961727142333984,0.0,0.0,0.0
36,0.001535,1.5779,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,20.050580978393555,23.159515380859375,-10.947957038879395,20.050580978393555,0,0,0,0,0,0,10000.001953125,50000.0,39532.4765625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.264503479003906,0.0,0.0,0.0
37,0.001442,1.5741,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.168563842773438,12.794442176818848,-11.168563842773438,9.769028663635254,0,0,0,0,0,0,10000.001953125,50000.0,39495.81640625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.14059066772461,0.0,0.0,0.0
38,0.001415,1.5894,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.056329727172852,13.489226341247559,-11.056329727172852,10.612412452697754,0,0,0,0,0,0,10000.001953125,50000.0,39807.66015625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.24861145019531,0.0,0.0,0.0
39,0.001533,1.5678,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,25.07755470275879,31.434043884277344,-10.907724380493164,25.07755470275879,0,0,0,0,0,0,10000.001953125,50000.0,39481.0859375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.04090881347656,0.0,0.0,0.0
40,0.001403,1.5628,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,22.83673095703125,32.06383514404297,-10.7853364944458,22.83673095703125,0,0,0,0,0,0,10000.001953125,50000.0,39657.3359375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.0992546081543,0.0,0.0,0.0
41,0.001477,1.5792,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,26.690326690673828,32.067073822021484,-10.930143356323242,26.690326690673828,0,0,0,0,0,0,10000.001953125,50000.0,39787.265625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.15675735473633,0.0,0.0,0.0
42,0.001390,1.5773,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.117731094360352,13.743026733398438,-10.9019193649292,11.117731094360352,0,0,0,0,0,0,10000.001953125,50000.0,39653.69921875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.84566116333008,0.0,0.0,0.0
43,0.001394,1.5744,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.144482612609863,14.67966079711914,-11.144482612609863,11.138701438903809,0,0,0,0,0,0,10000.001953125,50000.0,39778.140625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.201412200927734,0.0,0.0,0.0
44,0.001434,1.5710,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.551835060119629,14.515457153320312,-11.698953628540039,12.551835060119629,0,0,0,0,0,0,10000.001953125,50000.0,39613.6328125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.82876968383789,0.0,0.0,0.0
45,0.001570,1.5764,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,16.642499923706055,19.07431411743164,-10.878938674926758,16.642499923706055,0,0,0,0,0,0,10000.001953125,50000.0,39496.37109375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.02822494506836,0.0,0.0,0.0
46,0.001542,1.6041,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,30.203166961669922,33.26353454589844,-10.928510665893555,30.203166961669922,0,0,0,0,0,0,10000.001953125,50000.0,39646.5859375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.03385925292969,0.0,0.0,0.0
47,0.001466,1.5703,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.738916397094727,12.505799293518066,-9.961522102355957,10.738916397094727,0,0,0,0,0,0,10000.001953125,50000.0,39821.34765625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.1505012512207,0.0,0.0,0.0
48,0.001506,1.5655,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.60425853729248,12.827380180358887,-10.60425853729248,9.352072715759277,0,0,0,0,0,0,10000.001953125,50000.0,39551.66015625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.84510803222656,0.0,0.0,0.0
49,0.001432,1.5666,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.004870414733887,14.45854377746582,-11.778690338134766,12.004870414733887,0,0,0,0,0,0,10000.001953125,50000.0,39901.15234375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.35020065307617,0.0,0.0,0.0
50,0.001679,1.5628,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,9.560321807861328,11.434839248657227,-8.17416000366211,9.560321807861328,0,0,0,0,0,0,10000.001953125,50000.0,39750.625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.1823616027832,0.0,0.0,0.0
51,0.001430,1.5692,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.529516220092773,12.439010620117188,-10.529516220092773,9.766014099121094,0,0,0,0,0,0,10000.001953125,50000.0,39841.16015625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.99120330810547,0.0,0.0,0.0
52,0.001495,1.5718,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.665265083312988,12.730448722839355,-10.665265083312988,9.264303207397461,0,0,0,0,0,0,10000.001953125,50000.0,39864.33984375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.123878479003906,0.0,0.0,0.0
53,0.001569,1.5834,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,24.89694595336914,35.24305725097656,-9.336334228515625,24.89694595336914,0,0,0,0,0,0,10000.001953125,50000.0,39860.93359375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.22958755493164,0.0,0.0,0.0
54,0.001458,1.5921,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,7.851974010467529,11.123692512512207,-7.1612749099731445,7.851974010467529,0,0,0,0,0,0,10000.001953125,50000.0,39634.5859375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.73994827270508,0.0,0.0,0.0
55,0.001453,1.5865,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.983681678771973,13.344043731689453,-11.983681678771973,10.81905746459961,0,0,0,0,0,0,10000.001953125,50000.0,39927.5546875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.3639030456543,0.0,0.0,0.0
56,0.001529,1.5809,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.119063377380371,14.16063117980957,-12.105915069580078,12.119063377380371,0,0,0,0,0,0,10000.001953125,50000.0,39695.125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.67123031616211,0.0,0.0,0.0
57,0.001424,1.5651,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.565535545349121,13.757797241210938,-12.565535545349121,10.42573356628418,0,0,0,0,0,0,10000.001953125,50000.0,39997.60546875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.301753997802734,0.0,0.0,0.0
58,0.001393,1.5700,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,13.117572784423828,14.135284423828125,-13.117572784423828,11.138192176818848,0,0,0,0,0,0,10000.001953125,50000.0,39766.4609375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.29214096069336,0.0,0.0,0.0
59,0.001544,1.5788,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.886982917785645,12.608698844909668,-10.886982917785645,9.185173988342285,0,0,0,0,0,0,10000.001953125,50000.0,40021.44921875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.450565338134766,0.0,0.0,0.0
60,0.001526,1.5739,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.012056350708008,12.954080581665039,-11.012056350708008,9.279313087463379,0,0,0,0,0,0,10000.001953125,50000.0,39730.98046875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.37800216674805,0.0,0.0,0.0
61,0.001402,1.5755,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.23629093170166,14.257810592651367,-11.23629093170166,10.799448013305664,0,0,0,0,0,0,10000.001953125,50000.0,40172.328125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.339195251464844,0.0,0.0,0.0
62,0.001446,1.5802,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.942761421203613,14.380434036254883,-12.942761421203613,11.109840393066406,0,0,0,0,0,0,10000.001953125,50000.0,39850.77734375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.229373931884766,0.0,0.0,0.0
63,0.001429,1.5880,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,14.64980697631836,17.757766723632812,-11.111355781555176,14.64980697631836,0,0,0,0,0,0,10000.001953125,50000.0,40098.45703125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.75375747680664,0.0,0.0,0.0
64,0.001413,1.5733,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.451128005981445,12.461886405944824,-9.074105262756348,11.451128005981445,0,0,0,0,0,0,10000.001953125,50000.0,40093.859375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.68230438232422,0.0,0.0,0.0
65,0.001527,1.5894,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.107673645019531,12.716279983520508,-11.107673645019531,10.211844444274902,0,0,0,0,0,0,10000.001953125,50000.0,40023.0234375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.83176040649414,0.0,0.0,0.0
66,0.001593,1.5685,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.099224090576172,14.421196937561035,-9.975897789001465,11.099224090576172,0,0,0,0,0,0,10000.001953125,50000.0,40206.0,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.19285583496094,0.0,0.0,0.0
67,0.001406,1.5857,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.34471321105957,13.712261199951172,-12.34471321105957,10.316771507263184,0,0,0,0,0,0,10000.001953125,50000.0,39844.9375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.650604248046875,0.0,0.0,0.0
68,0.001427,1.5761,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.778861999511719,12.896162986755371,-10.778861999511719,9.29997444152832,0,0,0,0,0,0,10000.001953125,50000.0,39757.3359375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.41040802001953,0.0,0.0,0.0
69,0.001523,1.5746,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.430777549743652,14.247481346130371,-9.459758758544922,10.430777549743652,0,0,0,0,0,0,10000.001953125,50000.0,40558.2734375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.396671295166016,0.0,0.0,0.0
70,0.001419,1.5678,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.325662612915039,13.11367130279541,-11.325662612915039,9.574532508850098,0,0,0,0,0,0,10000.001953125,50000.0,40042.375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,58.70078659057617,0.0,0.0,0.0
71,0.001475,1.5716,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.97783088684082,13.426848411560059,-11.97783088684082,9.89440631866455,0,0,0,0,0,0,10000.001953125,50000.0,40444.32421875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.1827507019043,0.0,0.0,0.0
72,0.001595,1.5906,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.110579490661621,13.49116039276123,-9.425017356872559,10.110579490661621,0,0,0,0,0,0,10000.001953125,50000.0,40516.95703125,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.475608825683594,0.0,0.0,0.0
73,0.001390,1.5758,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,7.6889424324035645,10.486604690551758,-7.6889424324035645,7.491577625274658,0,0,0,0,0,0,10000.001953125,50000.0,39999.6875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.08964920043945,0.0,0.0,0.0
74,0.001417,1.5732,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.878256797790527,13.446293830871582,-10.878256797790527,10.157989501953125,0,0,0,0,0,0,10000.001953125,50000.0,40152.9609375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.06793975830078,0.0,0.0,0.0
75,0.001403,1.5650,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.48173999786377,12.655228614807129,-9.574884414672852,11.48173999786377,0,0,0,0,0,0,10000.001953125,50000.0,40296.47265625,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.541988372802734,0.0,0.0,0.0
76,0.001398,1.5624,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,12.088003158569336,14.486865997314453,-12.088003158569336,11.255866050720215,0,0,0,0,0,0,10000.001953125,50000.0,40158.40234375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.58681106567383,0.0,0.0,0.0
77,0.001392,1.5692,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.059473991394043,13.757532119750977,-11.059473991394043,10.93443489074707,0,0,0,0,0,0,10000.001953125,50000.0,40163.60546875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,59.29666519165039,0.0,0.0,0.0
78,0.001552,1.5666,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,13.665932655334473,17.169273376464844,-13.665932655334473,10.757478713989258,0,0,0,0,0,0,10000.001953125,50000.0,40556.9921875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.144378662109375,0.0,0.0,0.0
79,0.001396,1.6011,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,10.87957763671875,12.324389457702637,-9.241792678833008,10.87957763671875,0,0,0,0,0,0,10000.001953125,50000.0,40463.5234375,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.07563781738281,0.0,0.0,0.0
80,0.001526,1.5683,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,29.123632431030273,35.46371841430664,-29.123632431030273,19.660295486450195,0,0,0,0,0,0,10000.001953125,50000.0,40377.79296875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.22834777832031,0.0,0.0,0.0
81,0.001376,1.5799,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,11.99994945526123,14.741519927978516,-11.99994945526123,11.71055793762207,0,0,0,0,0,0,10000.001953125,50000.0,40277.75,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.116111755371094,0.0,0.0,0.0
82,0.001530,1.5759,0,0,0.3157272934913635,0.4220302402973175,-0.18724951148033142,0.3157272934913635,24.274057388305664,34.39723205566406,-9.258146286010742,24.274057388305664,0,0,0,0,0,0,10000.001953125,50000.0,40342.9296875,0.0,0.0,0.0,10.300000190734863,70.19999694824219,60.26603698730469,0.0,0.0,0.0
